	Gene.ID	Gene.Name	Bit.Score	Evalue_num
10635	KH2012:KH.S595.11	PLEKHM3	189	1.75e-50
10636	KH2012:KH.S595.13	FRA10AC1	252	6.14e-83
10637	KH2012:KH.S595.14	GORASP2	385	1.51e-131
10638	KH2012:KH.S595.3	NOP9	166	2.26e-44
10639	KH2012:KH.S595.5	C5orf22	160	1.86e-45
10640	KH2012:KH.S595.6	RPL15	347	2.56e-123
10641	KH2012:KH.S595.7	NCKIPSD	236	1.25e-67
10642	KH2012:KH.S595.8	B3GALT4	76.3	3.4e-15
10643	KH2012:KH.S595.9	SPAST	360	2.16e-121
10644	KH2012:KH.S597.1	KIFC1	339	8.96e-107
10645	KH2012:KH.S597.2	RHBDD1	230	7.06e-74
10646	KH2012:KH.S597.3	PGM3	563	0
10647	KH2012:KH.S597.4	IP6K1	290	2.98e-94
10648	KH2012:KH.S597.5	SZRD1	73.2	1.51e-16
10649	KH2012:KH.S598.2	MFSD1	556	0
10650	KH2012:KH.S598.3	EDA	62.0	1.66e-10
10651	KH2012:KH.S598.5	AAAS	348	3.05e-114
10652	KH2012:KH.S600.1	RFX6	251	2.32e-76
10653	KH2012:KH.S602.2	CLEC18B	47.4	5.49e-06
10654	KH2012:KH.S602.3	MROH1	605	0
10655	KH2012:KH.S602.4	LANCL3	325	2.88e-108
10656	KH2012:KH.S602.5	CLEC18A	45.4	5.63e-06
10657	KH2012:KH.S605.1	AZI2	43.9	0.00016
10658	KH2012:KH.S605.3	CRYGS	60.1	8.41e-13
10659	KH2012:KH.S605.4	PPIB	290	1.15e-100
10660	KH2012:KH.S605.5	MRC1	619	0
10661	KH2012:KH.S606.1	CCDC3	39.3	0.002
10662	KH2012:KH.S606.2	MAPK6	337	1.37e-103
10663	KH2012:KH.S606.3	A4GALT	46.2	7.63e-06
10664	KH2012:KH.S609.1	SLC22A13	220	3.64e-65
10665	KH2012:KH.S609.3	SSTR2	100	2.29e-23
10666	KH2012:KH.S610.1	CALM3	59.3	3.15e-11
10667	KH2012:KH.S610.2	NRM	93.2	1.21e-22
10668	KH2012:KH.S610.4	CHST1	184	6.15e-53
10669	KH2012:KH.S610.5	KLHL41	160	2.45e-45
10670	KH2012:KH.S610.6	PCBP3	182	1.9e-55
10671	KH2012:KH.S612.1	JPT2	39.7	0.000162
10672	KH2012:KH.S612.2	YLPM1	80.5	4.9e-19
10673	KH2012:KH.S612.3	NAA30	253	4.04e-82
10674	KH2012:KH.S612.4	YLPM1	315	1.54e-88
10675	KH2012:KH.S612.5	JPT2	39.7	0.000162
10676	KH2012:KH.S615.2	CALM3	189	1.04e-62
10677	KH2012:KH.S615.3	FGF6	101	1.92e-26
10678	KH2012:KH.S615.4	AC027796.3	206	1.73e-63
10679	KH2012:KH.S615.5	ESS2	321	1.91e-105
10680	KH2012:KH.S615.6	AC027796.3	114	4.49e-30
10681	KH2012:KH.S615.8	CCDC175	58.5	1.21e-08
10682	KH2012:KH.S617.1	HARBI1	67.4	1.23e-12
10683	KH2012:KH.S618.2	MCF2L	474	7.35e-152
10684	KH2012:KH.S618.3	ACP6	197	6.41e-59
10685	KH2012:KH.S618.4	PARP16	233	6.93e-75
10686	KH2012:KH.S618.5	SLC7A9	464	3.53e-161
10687	KH2012:KH.S621.1	NCAPG	484	1.08e-154
10688	KH2012:KH.S621.2	RNF113A	396	8.94e-139
10689	KH2012:KH.S621.3	PLB1	300	2.27e-90
10690	KH2012:KH.S621.5	SDAD1	776	0
10691	KH2012:KH.S621.8	CTBP1	570	0
10692	KH2012:KH.S630.1	ITGA8	390	6.41e-119
10693	KH2012:KH.S630.2	UMODL1	74.7	8.29e-16
10694	KH2012:KH.S638.10	CYP2A13	283	8.79e-90
10695	KH2012:KH.S638.2	BAP1	328	2.64e-106
10696	KH2012:KH.S638.3	FANCL	248	1.95e-79
10697	KH2012:KH.S638.4	ADGRD1	120	1.95e-28
10698	KH2012:KH.S638.5	MADD	577	2.22e-180
10699	KH2012:KH.S638.8	CYP2A13	217	1.46e-65
10700	KH2012:KH.S640.1	ZNFX1	369	3.19e-110
10701	KH2012:KH.S642.1	ZDHHC17	280	3.56e-89
10702	KH2012:KH.S643.1	LRRC38	64.7	8.85e-12
10703	KH2012:KH.S643.2	BBOX1	132	5.23e-35
10704	KH2012:KH.S643.6	CDKN1B	41.6	0.000122
10705	KH2012:KH.S651.3	ABCB1	1043	0
10706	KH2012:KH.S653.2	BCL2	59.7	1.22e-10
10707	KH2012:KH.S653.4	TNC	44.7	9.12e-05
10708	KH2012:KH.S654.1	TBX6	228	1.04e-70
10709	KH2012:KH.S654.2	TBX6	225	1.23e-69
10710	KH2012:KH.S654.3	TBX6	227	2.21e-68
10711	KH2012:KH.S654.4	CYB5D2	229	9.68e-75
10712	KH2012:KH.S654.5	STAG1	1036	0
10713	KH2012:KH.S655.2	COL4A1	603	0
10714	KH2012:KH.S657.2	NFS1	51.6	2.97e-07
10715	KH2012:KH.S657.3	FAM160B1	629	0
10716	KH2012:KH.S659.1	ACOX1	696	0
10717	KH2012:KH.S659.3	WDR66	827	0
10718	KH2012:KH.S663.1	ERH	187	2.12e-63
10719	KH2012:KH.S663.2	B3GALT5	108	3.03e-27
10720	KH2012:KH.S663.3	AAMP	317	1.2e-105
10721	KH2012:KH.S663.4	TEX264	91.3	3.59e-22
10722	KH2012:KH.S665.1	FYN	671	0
10723	KH2012:KH.S665.2	MON2	891	0
10724	KH2012:KH.S665.5	TXNDC17	112	2.07e-33
10725	KH2012:KH.S665.6	MB21D2	528	0
10726	KH2012:KH.S674.1	NOS1	1243	0
10727	KH2012:KH.S675.1	KCTD3	739	0
10728	KH2012:KH.S675.2	NDUFAF3	83.6	2.16e-20
10729	KH2012:KH.S675.3	ACBD5	130	1.48e-33
10730	KH2012:KH.S675.4	EIF3H	235	2.89e-77
10731	KH2012:KH.S675.5	TUBD1	125	7.22e-32
10732	KH2012:KH.S675.7	DNAH1	877	0
10733	KH2012:KH.S678.1	ACVR1	318	1.82e-104
10734	KH2012:KH.S678.3	GJA8	168	1.13e-48
10735	KH2012:KH.S679.1	PDZK1	72.8	1.96e-16
10736	KH2012:KH.S679.3	HMCN1	132	4.63e-31
10737	KH2012:KH.S679.4	H1FOO	44.7	3.61e-05
10738	KH2012:KH.S679.6	ABCG2	322	1.09e-104
10739	KH2012:KH.S681.2	CLCA1	50.4	2.34e-07
10740	KH2012:KH.S681.3	CDCP2	117	5.89e-29
10741	KH2012:KH.S681.6	CLCA1	396	5.13e-126
10742	KH2012:KH.S681.8	SVEP1	58.9	2.02e-09
10743	KH2012:KH.S683.1	DCBLD1	77.4	1.2e-14
10744	KH2012:KH.S683.3	RGS21	76.6	1.37e-17
10745	KH2012:KH.S688.1	CCDC47	371	8.9e-125
10746	KH2012:KH.S688.2	ACAT1	539	0
10747	KH2012:KH.S688.4	WDR88	219	2.88e-69
10748	KH2012:KH.S691.1	CHRM4	327	1.2e-106
10749	KH2012:KH.S691.2	GABBR2	76.6	1.28e-14
10750	KH2012:KH.S691.3	KLHL12	134	2.8e-36
10751	KH2012:KH.S691.4	ATL1	599	0
10752	KH2012:KH.S692.2	SLIT3	79.0	6.59e-16
10753	KH2012:KH.S692.3	MDN1	113	1.33e-27
10754	KH2012:KH.S694.1	RHOBTB2	268	3.53e-80
10755	KH2012:KH.S694.2	GMCL1	369	8.65e-123
10756	KH2012:KH.S695.1	ELOF1	85.1	3.2e-23
10757	KH2012:KH.S695.3	KLHL17	130	9.44e-34
10758	KH2012:KH.S695.5	CCDC14	63.9	1.35e-10
10759	KH2012:KH.S696.1	GATA3	243	1.43e-74
10760	KH2012:KH.S696.2	PRKAR2A	35.4	0.001
10761	KH2012:KH.S696.3	TOPBP1	56.6	3.62e-11
10762	KH2012:KH.S696.4	ACSF2	159	2.96e-42
10763	KH2012:KH.S696.5	DYNLL2	183	1.99e-62
10764	KH2012:KH.S696.6	SYT10	70.9	2.58e-13
10765	KH2012:KH.S696.8	DCAF15	105	8.72e-24
10766	KH2012:KH.S696.9	HNRNPUL1	389	3.85e-122
10767	KH2012:KH.S698.3	ARL5B	215	8.09e-73
10768	KH2012:KH.S702.1	DPAGT1	338	9.64e-117
10769	KH2012:KH.S702.2	ANKAR	686	0
10770	KH2012:KH.S702.3	CDC42	79.0	1.33e-20
10771	KH2012:KH.S714.1	MCM4	1057	0
10772	KH2012:KH.S714.2	MFGE8	104	5.56e-26
10773	KH2012:KH.S714.4	BICD2	432	6.94e-140
10774	KH2012:KH.S714.5	MFGE8	103	7.17e-26
10775	KH2012:KH.S725.2	MOSPD2	135	1.12e-36
10776	KH2012:KH.S728.2	CDK5RAP1	591	0
10777	KH2012:KH.S728.3	UMOD	43.5	0.000132
10778	KH2012:KH.S731.1	ATL2	186	3.84e-53
10779	KH2012:KH.S731.2	TRAF3	184	3.28e-56
10780	KH2012:KH.S733.1	ITLN1	132	1.33e-34
10781	KH2012:KH.S733.2	ITLN2	146	1.11e-39
10782	KH2012:KH.S735.2	EPN1	89.0	1.11e-18
10783	KH2012:KH.S735.3	TRPT1	61.2	1.35e-12
10784	KH2012:KH.S735.4	TRPT1	158	4.67e-44
10785	KH2012:KH.S742.1	FGFR2	112	2.49e-29
10786	KH2012:KH.S742.2	FGFR1	603	0
10787	KH2012:KH.S744.1	CYP1A1	220	4.17e-65
10788	KH2012:KH.S744.3	ADGRD1	250	4.7e-74
10789	KH2012:KH.S746.1	MRC1	390	2.12e-115
10790	KH2012:KH.S749.1	GFAP	231	5.59e-71
10791	KH2012:KH.S753.1	NLRP12	103	2.03e-22
10792	KH2012:KH.S753.2	HMCN1	90.9	7.85e-19
10793	KH2012:KH.S753.3	LANCL3	194	4.94e-60
10794	KH2012:KH.S756.1	NPR1	878	0
10795	KH2012:KH.S756.2	FLAD1	339	4.71e-111
10796	KH2012:KH.S761.1	RPS7	316	1.74e-111
10797	KH2012:KH.S761.2	PREX2	335	5.31e-102
10798	KH2012:KH.S761.3	SLC38A4	382	7.48e-128
10799	KH2012:KH.S761.4	PPCS	202	1.33e-63
10800	KH2012:KH.S761.5	TMEM11	185	3.47e-60
10801	KH2012:KH.S761.6	GAD1	667	0
10802	KH2012:KH.S761.7	RAD18	43.5	3.66e-05
10803	KH2012:KH.S761.8	SCFD1	732	0
10804	KH2012:KH.S761.9	NRSN1	43.9	9.86e-06
10805	KH2012:KH.S762.1	SLC22A4	167	2.29e-45
10806	KH2012:KH.S762.2	SSNA1	145	2.49e-46
10807	KH2012:KH.S762.3	SH2D4A	127	5.97e-32
10808	KH2012:KH.S762.5	TBC1D19	636	0
10809	KH2012:KH.S762.6	HECTD3	35.8	0.002
10810	KH2012:KH.S765.1	CEBPE	43.9	8.82e-05
10811	KH2012:KH.S765.3	HOXB5	142	1.41e-41
10812	KH2012:KH.S766.1	FAT4	619	1.09e-179
10813	KH2012:KH.S768.2	THAP9	124	9.6e-33
10814	KH2012:KH.S770.1	SLC2A1	478	4.13e-166
10815	KH2012:KH.S773.1	ERBB4	535	3.75e-171
10816	KH2012:KH.S776.1	ABCB1	1226	0
10817	KH2012:KH.S776.2	GAS8	541	0
10818	KH2012:KH.S779.1	ACTA1	234	9.02e-72
10819	KH2012:KH.S779.4	RHBDF1	433	1.29e-145
10820	KH2012:KH.S779.6	MAPKBP1	437	4.33e-134
10821	KH2012:KH.S779.7	TECTA	73.9	5.62e-14
10822	KH2012:KH.S781.1	STARD6	42.0	8.6e-06
10823	KH2012:KH.S781.10	SLC35D2	34.3	0.008
10824	KH2012:KH.S781.11	TCF15	75.9	2.55e-17
10825	KH2012:KH.S781.2	GNG10	48.9	8.91e-10
10826	KH2012:KH.S781.3	GABRR2	259	2.68e-81
10827	KH2012:KH.S781.4	IP6K1	198	6.68e-59
10828	KH2012:KH.S781.5	MOB1A	383	2.98e-137
10829	KH2012:KH.S781.6	MRPL53	60.1	9.38e-13
10830	KH2012:KH.S781.7	GNG5	51.6	8.98e-11
10831	KH2012:KH.S781.8	STARD5	105	5.24e-28
10832	KH2012:KH.S781.9	GALNT4	278	2.95e-90
10833	KH2012:KH.S783.1	PTPRA	123	1.29e-28
10834	KH2012:KH.S787.1	PTEN	410	8.36e-142
10835	KH2012:KH.S787.2	FAM187A	80.1	4.63e-17
10836	KH2012:KH.S787.3	DCTN4	340	7.22e-113
10837	KH2012:KH.S790.1	NUP188	177	4.3e-48
10838	KH2012:KH.S790.2	MDN1	399	1.36e-126
10839	KH2012:KH.S790.4	TMEM135	280	8.87e-90
10840	KH2012:KH.S790.5	ACMSD	476	3.74e-170
10841	KH2012:KH.S793.1	RPL13	259	2.04e-88
10842	KH2012:KH.S800.2	GIN1	125	7.05e-30
10843	KH2012:KH.S800.3	SVEP1	171	2.77e-43
10844	KH2012:KH.S803.1	CLCA1	49.3	7.04e-06
10845	KH2012:KH.S803.2	MFGE8	77.4	4.96e-18
10846	KH2012:KH.S803.3	COL12A1	91.7	9.93e-19
10847	KH2012:KH.S806.1	TRAF3	318	2.25e-104
10848	KH2012:KH.S809.3	SLC18B1	193	3.54e-55
10849	KH2012:KH.S811.1	OXSM	526	0
10850	KH2012:KH.S811.2	OTUD1	44.3	0.000285
10851	KH2012:KH.S811.3	AP1G1	967	0
10852	KH2012:KH.S812.2	WDFY2	481	3.57e-170
10853	KH2012:KH.S812.3	APOOL	48.9	8.2e-07
10854	KH2012:KH.S815.1	ZRANB2	178	1.17e-54
10855	KH2012:KH.S816.1	ZIC3	244	1.25e-76
10856	KH2012:KH.S816.2	ZIC4	241	1.98e-77
10857	KH2012:KH.S816.4	ZIC4	231	1.93e-74
10858	KH2012:KH.S821.1	ABHD13	221	3.71e-69
10859	KH2012:KH.S821.2	SLC3A1	506	7.18e-172
10860	KH2012:KH.S821.3	ZNF567	130	3.27e-33
10861	KH2012:KH.S831.4	SLC35F1	290	3.77e-95
10862	KH2012:KH.S837.1	METTL24	65.5	7.05e-12
10863	KH2012:KH.S841.3	PHRF1	43.5	1.72e-05
10864	KH2012:KH.S842.2	TPSG1	161	1.29e-45
10865	KH2012:KH.S852.1	RPS15	222	7.67e-76
10866	KH2012:KH.S852.2	MEX3C	330	2.52e-106
10867	KH2012:KH.S852.4	PLEKHO1	61.6	2e-10
10868	KH2012:KH.S852.5	ANKUB1	86.7	7.19e-20
10869	KH2012:KH.S852.7	TOPBP1	183	1.99e-49
10870	KH2012:KH.S852.8	NRG2	134	7.94e-33
10871	KH2012:KH.S854.1	BRI3	86.7	5.29e-23
10872	KH2012:KH.S854.2	RPTOR	1313	0
10873	KH2012:KH.S854.3	ACHE	89.7	1.15e-20
10874	KH2012:KH.S854.5	CERS2	257	1.84e-83
10875	KH2012:KH.S861.1	DAW1	65.5	1.71e-11
10876	KH2012:KH.S861.2	B3GALT1	91.7	2.06e-20
10877	KH2012:KH.S861.3	DPH7	236	4.66e-74
10878	KH2012:KH.S862.1	CAMK1D	460	1.89e-163
10879	KH2012:KH.S870.2	NYNRIN	102	6.83e-22
10880	KH2012:KH.S873.1	KEAP1	677	0
10881	KH2012:KH.S876.1	SENP6	175	5.17e-46
10882	KH2012:KH.S880.1	RIPK1	97.8	1.12e-21
10883	KH2012:KH.S882.1	CBX6	80.9	4.61e-18
10884	KH2012:KH.S882.5	VWF	358	1.01e-105
10885	KH2012:KH.S885.1	LTBP4	180	2.84e-46
10886	KH2012:KH.S887.2	PTPRA	330	3.17e-103
10887	KH2012:KH.S887.3	PTPRG	147	3.33e-40
10888	KH2012:KH.S891.1	MPC1	144	2.65e-46
10889	KH2012:KH.S891.2	PDXK	394	1.02e-138
10890	KH2012:KH.S891.3	STYK1	174	2.91e-49
10891	KH2012:KH.S899.2	HNRNPUL2	43.9	2.62e-06
10892	KH2012:KH.S899.3	LCLAT1	216	1.6e-68
10893	KH2012:KH.S899.4	BTF3	217	9.04e-73
10894	KH2012:KH.S899.5	WDR27	188	1.11e-49
10895	KH2012:KH.S900.1	ABCB1	441	3.71e-145
10896	KH2012:KH.S900.2	ABCB11	69.3	5.45e-14
10897	KH2012:KH.S900.3	ABCB1	310	1.04e-95
10898	KH2012:KH.S902.1	ANKLE2	288	2.13e-84
10899	KH2012:KH.S902.3	UFM1	120	2.95e-37
10900	KH2012:KH.S907.1	DROSHA	1081	0
10901	KH2012:KH.S907.2	CLEC4G	50.8	1.46e-07
10902	KH2012:KH.S908.2	CILP	427	1.21e-129
10903	KH2012:KH.S910.1	SLC7A6	271	7.32e-85
10904	KH2012:KH.S910.3	HDAC11	367	7.59e-128
10905	KH2012:KH.S910.4	RIBC2	339	6.57e-115
10906	KH2012:KH.S910.5	IDI1	42.0	1.8e-06
10907	KH2012:KH.S910.6	LIN37	42.0	3.1e-05
10908	KH2012:KH.S913.2	ACHE	55.5	1.95e-08
10909	KH2012:KH.S916.1	ACER2	298	6.78e-102
10910	KH2012:KH.S918.1	CYP2U1	290	3.03e-92
10911	KH2012:KH.S918.2	RAP1B	194	9.24e-64
10912	KH2012:KH.S918.3	MEP1B	136	2.91e-35
10913	KH2012:KH.S918.4	SIRT2	377	4.72e-131
10914	KH2012:KH.S919.1	ADGRG7	86.3	2.71e-19
10915	KH2012:KH.S919.2	FAT4	109	2.04e-25
10916	KH2012:KH.S926.2	SSPO	455	5.09e-138
10917	KH2012:KH.S927.1	CCDC85A	155	2.28e-42
10918	KH2012:KH.S927.2	XRCC1	178	3.38e-49
10919	KH2012:KH.S927.3	MKKS	105	3.31e-24
10920	KH2012:KH.S928.1	HTR3A	143	9.34e-37
10921	KH2012:KH.S928.2	DNAH1	516	2.37e-165
10922	KH2012:KH.S930.1	PAXIP1	64.3	9.42e-14
10923	KH2012:KH.S930.4	MRC1	63.9	1.21e-11
10924	KH2012:KH.S931.1	MUM1	45.8	4.4e-05
10925	KH2012:KH.S933.1	BPI	120	1.24e-29
10926	KH2012:KH.S933.2	CRISPLD2	61.6	1.22e-10
10927	KH2012:KH.S934.1	KIAA0141	127	3.48e-32
10928	KH2012:KH.S934.3	CCR8	79.0	2.15e-16
10929	KH2012:KH.S936.1	KDM8	80.1	1.01e-15
10930	KH2012:KH.S936.2	LRP6	53.1	3.24e-07
10931	KH2012:KH.S938.1	LRP4	209	7.47e-56
10932	KH2012:KH.S938.2	ZNF470	295	5.41e-88
10933	KH2012:KH.S941.3	ASNS	251	1.46e-80
10934	KH2012:KH.S943.1	RGS22	65.1	1.84e-11
10935	KH2012:KH.S948.1	CSMD3	38.5	0.003
10936	KH2012:KH.S965.2	OTOGL	55.5	1.89e-09
10937	KH2012:KH.S966.1	TRIP11	65.1	1.31e-12
10938	KH2012:KH.S966.2	RPUSD2	340	4.11e-112
10939	KH2012:KH.S966.3	VIPAS39	235	2.2e-71
10940	KH2012:KH.S966.4	SLC6A5	541	0
10941	KH2012:KH.S966.5	PRPF8	1206	0
10942	KH2012:KH.S966.6	MAGEE1	40.4	0.002
10943	KH2012:KH.S966.7	ABCB7	731	0
10944	KH2012:KH.S970.1	DESI2	247	1.39e-84
10945	KH2012:KH.S972.1	GSTO2	142	1.74e-41
10946	KH2012:KH.S973.1	ZDHHC7	129	4.69e-36
10947	KH2012:KH.S980.1	BPTF	170	4.17e-42
10948	KH2012:KH.S980.2	IQCK	176	3.17e-54
10949	KH2012:KH.S982.1	NUDCD3	151	9.68e-44
10950	KH2012:KH.S982.4	EDNRA	39.7	0.002
10951	KH2012:KH.S985.2	HEPHL1	38.9	0.002
10952	KH2012:KH.S986.1	VPS13C	246	6.93e-71
10953	KH2012:KH.S987.3	PARP14	224	5.27e-62
10954	KH2012:KH.S988.1	ARPC1A	417	8.37e-146
10955	KH2012:KH.S988.2	PSMD6	535	0
10956	KH2012:KH.S988.3	NANOS1	79.7	9.51e-18
10957	KH2012:KH.S988.4	SHANK2	241	1.36e-71
10958	KH2012:KH.S988.5	STX18	226	1.11e-72
10959	KH2012:KH.S991.2	RNF11	105	3.64e-31
10960	KH2012:KH.S992.1	B4GALT4	194	3.64e-59
10961	KH2012:KH.S992.2	CLEC3B	41.2	0.000208
10962	KH2012:KH.S999.1	TTC4	241	1.45e-76
10963	KH2012:KH.S999.2	MNAT1	260	7.41e-86
10964	KH2012:KH.S999.4	TMEM254	62.4	2.14e-13
10965	NCBI:KH.100101814	CMAS	284	9.37e-95
10966	NCBI:KH.100175045	TALDO1	284	3.57e-96
10967	NCBI:KH.100175225	NOTCH1	525	3.85e-160
10968	NCBI:KH.100175330	TTC6	39.7	0.005
10969	NCBI:KH.100175363	CD53	80.1	1.98e-18
10970	NCBI:KH.100175524	HYKK	83.6	6.41e-18
10971	NCBI:KH.100175542	PPIL2	633	0
10972	NCBI:KH.100175550	ABCA5	96.3	1.62e-24
10973	NCBI:KH.100175763	CCDC60	79.3	3.45e-15
10974	NCBI:KH.100175797	NEK10	759	0
10975	NCBI:KH.100175817	COMT	194	5.52e-62
10976	NCBI:KH.100175830	NOTCH2	517	1.05e-151
10977	NCBI:KH.100175844	SVEP1	236	1.5e-66
10978	NCBI:KH.100175869	GSS	342	2.71e-113
10979	NCBI:KH.100175890	ACSF2	95.5	3.23e-21
10980	NCBI:KH.100175917	DNAH1	186	1.72e-53
10981	NCBI:KH.100175944	FUT8	115	9.01e-29
10982	NCBI:KH.100176075	MOV10L1	372	6.02e-113
10983	NCBI:KH.100176133	MRC1	49.3	2.36e-07
10984	NCBI:KH.100176153	KLHL12	212	1.06e-62
10985	NCBI:KH.100176303	CHPF	192	9.33e-57
10986	NCBI:KH.100176325	ACER2	150	3.47e-44
10987	NCBI:KH.100176405	SLC22A4	187	1.16e-52
10988	NCBI:KH.100176450	PLBD2	315	1.17e-104
10989	NCBI:KH.100176496	ASTL	108	3.69e-28
10990	NCBI:KH.100176573	THAP12	193	5.14e-53
10991	NCBI:KH.100176680	DBH	229	1.49e-68
10992	NCBI:KH.100176685	PHYH	68.6	2.42e-13
10993	NCBI:KH.100176693	RPL37	115	2.76e-35
10994	NCBI:KH.100176782	CASP10	75.5	2.09e-15
10995	NCBI:KH.100176905	HIST1H2BO	181	2.31e-60
10996	NCBI:KH.100177011	LAMTOR2	129	1.03e-39
10997	NCBI:KH.100177069	CYP2B6	111	1.85e-28
10998	NCBI:KH.100177171	MRC1	45.8	4.04e-06
10999	NCBI:KH.100177265	NFS1	260	9.04e-86
11000	NCBI:KH.100177290	SLC8A3	275	6.15e-79
11001	NCBI:KH.100177321	NUBP2	244	3.74e-82
11002	NCBI:KH.100177351	RDH11	193	6.26e-59
11003	NCBI:KH.100177387	SLC7A8	228	3.25e-69
11004	NCBI:KH.100177453	KLHL12	85.9	1.16e-19
11005	NCBI:KH.100177454	SP3	185	1.67e-52
11006	NCBI:KH.100177530	VCP	320	2.73e-104
11007	NCBI:KH.100177555	B3GAT3	195	1.5e-60
11008	NCBI:KH.100177563	SLC13A3	379	1.32e-125
11009	NCBI:KH.100177847	SLC22A5	151	5.4e-41
11010	NCBI:KH.100177917	KLHL9	125	6.29e-30
11011	NCBI:KH.100177941	TMEM165	99.0	7.23e-25
11012	NCBI:KH.100177947	CARF	49.7	4.2e-06
11013	NCBI:KH.100177961	VWA7	150	3.42e-37
11014	NCBI:KH.100177975	FUT6	155	2.61e-43
11015	NCBI:KH.100178019	C9orf84	39.7	0.009
11016	NCBI:KH.100178089	SLC34A2	503	1.39e-171
11017	NCBI:KH.100178099	SLC43A3	162	3.75e-45
11018	NCBI:KH.100178205	TECTA	117	3.74e-28
11019	NCBI:KH.100178409	ANGPT4	135	7.69e-36
11020	NCBI:KH.100178507	AMZ2	236	8.39e-74
11021	NCBI:KH.100178545	CELSR3	74.3	1.31e-13
11022	NCBI:KH.100178637	DHX34	1113	0
11023	NCBI:KH.100178672	ADORA2A	62.8	1.72e-10
11024	NCBI:KH.100178775	KCNA2	580	0
11025	NCBI:KH.100178792	SLC11A1	586	0
11026	NCBI:KH.100178895	ZER1	79.3	4.93e-17
11027	NCBI:KH.100178982	ASIC2	53.9	7.15e-10
11028	NCBI:KH.100179037	SLC43A3	247	3.19e-76
11029	NCBI:KH.100179077	FBN1	167	1.57e-41
11030	NCBI:KH.100179101	CLCA1	110	6.28e-29
11031	NCBI:KH.100179195	RCC1L	419	3.49e-144
11032	NCBI:KH.100179209	TNR	196	4.2e-56
11033	NCBI:KH.100179386	FIBCD1	212	7.35e-65
11034	NCBI:KH.100179394	PRTG	47.0	4.87e-05
11035	NCBI:KH.100179441	NDUFA6	108	4.57e-31
11036	NCBI:KH.100179472	LDLRAD2	40.4	0.000856
11037	NCBI:KH.100179504	FUT7	174	5.53e-51
11038	NCBI:KH.100179587	SVEP1	67.0	4.28e-10
11039	NCBI:KH.100179667	TANGO2	126	3.5e-35
11040	NCBI:KH.100179668	KCNK2	119	1.77e-30
11041	NCBI:KH.100179698	FAR1	316	2.23e-101
11042	NCBI:KH.100179913	SSTR2	104	2.46e-26
11043	NCBI:KH.100179976	EFNA1	49.7	7.41e-08
11044	NCBI:KH.100180021	ASNS	335	8.46e-111
11045	NCBI:KH.100180097	SLC22A13	212	2.64e-61
11046	NCBI:KH.100180149	CPA5	91.7	5.38e-21
11047	NCBI:KH.100180227	BARX1	135	2.03e-36
11048	NCBI:KH.100180282	MDGA1	42.7	0.000292
11049	NCBI:KH.100180389	METTL27	97.1	1.76e-24
11050	NCBI:KH.100180460	TRMT2B	36.2	0.003
11051	NCBI:KH.100180577	CCDC6	381	1.73e-129
11052	NCBI:KH.100180688	SORL1	123	1.51e-28
11053	NCBI:KH.100180702	ITLN2	234	1.71e-74
11054	NCBI:KH.100180953	LARGE1	412	3.37e-134
11055	NCBI:KH.100181005	ADCY8	424	3.64e-125
11056	NCBI:KH.100181051	MOXD1	355	7.22e-115
11057	NCBI:KH.100181069	SVEP1	790	0
11058	NCBI:KH.100181242	FOXRED2	286	6.06e-92
11059	NCBI:KH.100181295	NUP188	48.9	2.25e-07
11060	NCBI:KH.100181311	FUT6	110	5.63e-27
11061	NCBI:KH.100181374	SLC6A8	156	1.96e-44
11062	NCBI:KH.100181452	PARP10	55.8	5.52e-08
11063	NCBI:KH.100181522	DSTN	40.4	0.000126
11064	NCBI:KH.100181548	JMJD6	53.5	5.57e-08
11065	NCBI:KH.100181819	PIPOX	190	1.09e-58
11066	NCBI:KH.100181843	CYP1B1	214	5.68e-63
11067	NCBI:KH.100181869	MTR	289	4.94e-91
11068	NCBI:KH.100181900	CTNND2	449	8.95e-143
11069	NCBI:KH.100182233	ODC1	310	7.36e-102
11070	NCBI:KH.100182267	FUT6	125	9.87e-33
11071	NCBI:KH.100182307	RIPK3	113	1.88e-26
11072	NCBI:KH.100182399	FLVCR1	140	3.27e-37
11073	NCBI:KH.100182452	COQ3	45.1	2.02e-05
11074	NCBI:KH.100182511	FUT4	122	1.49e-32
11075	NCBI:KH.100182696	NT5DC1	251	2.5e-79
11076	NCBI:KH.100182723	STARD5	95.1	5.09e-24
11077	NCBI:KH.100182735	COQ3	49.7	8.56e-07
11078	NCBI:KH.100182788	C1GALT1	300	6.61e-101
11079	NCBI:KH.100182826	FUT3	119	1.28e-29
11080	NCBI:KH.100182939	HOXB7	145	2.63e-45
11081	NCBI:KH.100182957	KLHL12	88.2	1.27e-21
11082	NCBI:KH.100182986	TSSK2	223	6.65e-71
11083	NCBI:KH.100183011	SORL1	112	6.31e-25
11084	NCBI:KH.100183030	ARF3	171	1.43e-54
11085	NCBI:KH.100183201	NXPE2	140	6.34e-36
11086	NCBI:KH.100183251	COQ3	45.4	1.68e-05
11087	NCBI:KH.100183272	PTDSS2	394	4.13e-135
11088	NCBI:KH.100183380	EFCAB6	76.3	4.83e-14
11089	NCBI:KH.100183436	BOLA1	124	6.84e-38
11090	NCBI:KH.100183645	SLC7A4	270	2.06e-83
11091	NCBI:KH.100183705	GABRA6	409	1.11e-139
